Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S2741,16,69.6,47.5,74.0,3.3,0
S2742,16,86.2,65.3,53.0,4.7,0
S2743,17,70.0,74.1,80.8,5.6,1
S2744,16,63.1,37.4,91.5,4.0,1
S2745,16,66.1,62.9,44.8,7.7,1
S2746,18,81.2,41.5,52.0,5.8,1
S2747,15,46.9,66.8,74.3,5.1,0
S2748,17,58.3,49.3,71.2,2.1,1
S2749,17,53.2,43.3,74.3,2.4,1
S2750,18,42.5,69.2,58.1,5.6,1
S2751,18,55.1,49.8,88.9,0.7,1
S2752,16,76.6,53.6,66.4,7.0,1
S2753,17,68.5,26.9,50.4,4.7,0
S2754,15,69.7,71.3,62.0,11.5,1
S2755,18,62.2,69.5,50.6,9.6,0
S2756,15,67.8,58.1,84.1,4.6,1
S2757,15,48.0,36.6,57.1,4.8,1
S2758,17,55.4,74.9,70.9,7.0,1
S2759,17,62.9,48.7,59.4,8.4,1
S2760,18,64.2,51.7,57.6,1.7,1
S2761,17,64.8,90.4,42.1,1.4,0
S2762,17,57.9,48.1,72.2,3.8,1
S2763,17,54.3,68.4,80.6,6.2,1
S2764,15,100.0,65.9,54.0,6.0,1
S2765,18,73.6,63.5,46.5,7.1,1
S2766,16,66.2,61.9,74.6,2.6,1
S2767,15,56.5,63.3,45.2,0.4,1
S2768,17,53.2,61.8,79.6,6.7,0
S2769,15,58.0,57.3,54.1,3.3,0
S2770,17,64.4,79.2,51.8,1.0,1
S2771,17,31.8,39.6,68.0,5.3,0
S2772,15,36.5,72.3,52.5,6.6,1
S2773,18,50.4,69.5,56.5,4.8,1
S2774,17,63.1,67.8,69.2,4.1,1
S2775,18,56.4,73.6,35.9,4.7,0
S2776,16,82.2,56.7,84.7,4.3,1
S2777,17,37.8,31.8,65.5,2.3,1
S2778,18,48.7,57.0,49.5,3.6,1
S2779,18,82.8,44.1,52.8,6.0,0
S2780,16,62.0,47.8,76.9,5.6,0
S2781,18,73.3,40.6,72.2,5.3,1
S2782,18,90.8,51.3,81.6,3.0,1
S2783,16,49.6,49.6,56.8,4.6,0
S2784,17,58.5,24.7,68.6,0.6,1
S2785,18,55.9,67.8,70.1,5.4,0
S2786,18,30.7,89.1,73.3,7.9,1
S2787,18,55.3,66.5,78.5,2.1,1
S2788,15,73.2,55.2,56.4,3.8,1
S2789,16,68.1,57.2,63.6,5.7,1
S2790,15,69.3,52.1,57.7,7.5,0
S2791,16,54.4,59.3,64.4,4.1,1
S2792,17,50.2,57.5,73.4,3.6,1
S2793,17,79.0,46.2,45.2,1.1,1
S2794,18,52.5,81.6,78.3,5.2,1
S2795,16,64.4,37.2,51.3,9.1,0
S2796,17,62.5,68.1,61.3,5.6,1
S2797,16,81.9,56.6,79.9,5.0,1
S2798,17,74.6,84.6,68.9,5.6,1
S2799,15,40.6,62.8,69.1,5.0,0
S2800,17,42.2,53.0,50.8,3.4,0
S2801,15,68.7,54.5,52.5,6.6,0
S2802,17,59.0,58.6,76.3,5.5,0
S2803,18,53.2,42.0,57.9,5.0,0
S2804,15,75.2,47.3,59.1,3.0,1
S2805,17,62.8,33.0,76.6,7.6,0
S2806,18,60.8,45.1,52.4,6.3,1
S2807,15,71.7,59.3,68.2,3.9,1
S2808,18,54.4,62.2,65.5,7.0,0
S2809,16,83.5,30.3,65.0,4.0,1
S2810,16,48.2,56.1,58.8,3.4,0
S2811,15,69.9,65.9,58.0,3.5,1
S2812,17,81.5,55.7,52.1,1.5,1
S2813,15,39.3,49.1,70.8,5.9,0
S2814,18,54.8,52.2,57.0,1.3,1
S2815,17,77.1,50.4,76.6,2.5,1
S2816,16,77.4,49.1,62.3,0.8,1
S2817,17,57.4,60.4,52.3,4.8,0
S2818,16,49.0,90.3,62.1,4.7,1
S2819,17,74.3,47.6,60.1,4.3,1
S2820,17,77.8,53.5,77.1,2.9,0
S2821,17,42.5,57.3,60.6,2.7,1
S2822,18,41.9,48.4,61.7,5.9,0
S2823,18,63.4,73.4,81.9,3.9,1
S2824,15,69.4,24.8,71.1,5.6,0
S2825,15,55.5,50.6,85.0,3.2,1
S2826,16,70.2,69.5,80.1,5.4,0
S2827,18,49.3,53.9,54.4,7.6,0
S2828,16,28.3,46.5,76.9,6.2,1
S2829,15,53.6,64.2,83.3,4.2,1
S2830,16,60.9,70.7,83.4,5.5,1
S2831,15,55.9,60.9,76.9,4.5,1
S2832,18,42.6,46.8,76.6,5.0,1
S2833,17,32.8,64.4,61.4,4.3,1
S2834,18,52.3,52.4,55.0,4.7,1
S2835,16,73.5,68.4,60.8,5.4,1
S2836,16,78.8,78.8,45.0,3.0,1
S2837,18,77.8,21.5,81.1,3.0,0
S2838,18,47.8,59.6,61.6,2.2,0
S2839,15,42.7,33.7,80.5,1.8,1
S2840,16,67.4,92.2,50.2,2.6,1
S2841,16,69.5,51.4,78.0,5.3,1
S2842,18,66.0,68.4,59.1,3.2,0
S2843,17,29.8,57.5,49.6,6.0,1
S2844,16,47.0,46.8,84.5,5.1,1
S2845,17,59.6,45.1,78.3,1.1,1
S2846,18,67.3,80.2,67.5,6.3,1
S2847,18,71.5,71.4,65.4,6.6,1
S2848,15,62.2,85.2,70.3,3.0,1
S2849,16,65.0,58.8,67.3,5.8,1
S2850,17,61.3,62.0,55.5,3.3,1
S2851,15,70.3,54.3,60.1,5.2,1
S2852,16,64.7,54.0,88.5,2.5,1
S2853,15,61.0,43.4,97.1,1.4,1
S2854,18,56.0,59.2,83.8,4.2,1
S2855,16,61.2,47.0,70.7,4.8,1
S2856,15,67.3,64.2,60.9,4.2,0
S2857,15,64.0,60.4,55.4,2.6,0
S2858,17,65.7,62.0,56.2,4.2,1
S2859,15,80.1,81.5,58.4,5.5,1
S2860,16,64.0,57.5,90.8,4.9,1
S2861,16,50.3,68.6,86.7,5.4,1
S2862,17,73.3,86.7,74.0,3.7,1
S2863,16,39.5,76.3,53.5,7.3,1
S2864,18,43.8,74.1,75.7,2.6,0
S2865,16,65.0,53.7,62.1,6.0,1
S2866,16,67.7,61.2,39.2,7.4,0
S2867,15,41.3,39.5,68.4,6.0,1
S2868,15,54.3,65.0,54.9,4.6,0
S2869,16,50.9,61.8,55.3,3.9,1
S2870,17,52.7,58.3,62.0,7.1,1
S2871,15,74.2,72.4,59.0,2.2,1
S2872,17,70.6,41.1,64.6,3.1,0
S2873,16,59.7,80.9,64.0,4.2,1
S2874,16,51.8,70.6,42.5,7.5,0
S2875,18,39.8,57.0,83.2,5.8,1
S2876,15,81.3,55.9,53.2,3.1,0
S2877,16,68.9,64.7,53.6,4.4,1
S2878,18,49.4,79.3,61.1,3.8,1
S2879,15,70.8,59.4,63.7,3.6,1
S2880,16,58.9,60.0,82.5,7.0,1
S2881,16,55.7,58.3,68.2,2.3,1
S2882,15,66.5,82.9,71.8,8.2,1
S2883,15,48.9,52.8,68.3,6.7,1
S2884,15,54.8,57.6,67.8,7.2,1
S2885,16,61.8,78.5,68.7,4.1,1
S2886,16,52.5,60.1,41.8,4.7,0
S2887,18,70.0,73.9,62.0,2.1,0
S2888,17,88.0,45.2,78.9,4.0,1
S2889,15,48.7,55.1,100.0,6.0,1
S2890,16,35.0,78.8,50.5,7.6,1
S2891,16,30.0,48.5,70.1,2.8,1
S2892,15,57.7,55.9,58.1,4.3,1
S2893,17,50.1,61.6,89.6,4.7,0
S2894,15,63.1,44.2,48.8,2.2,1
S2895,17,62.0,52.2,72.5,6.2,1
S2896,16,36.0,59.6,48.1,3.6,1
S2897,17,32.8,58.7,61.2,4.6,1
S2898,18,64.4,75.9,64.6,4.1,1
S2899,16,62.0,79.6,77.8,3.4,1
S2900,18,53.6,46.0,52.1,5.0,0
S2901,15,35.1,59.6,73.0,4.6,1
S2902,15,67.1,67.4,65.2,4.3,0
S2903,15,79.1,79.2,68.3,3.5,1
S2904,17,64.2,68.1,76.5,5.6,1
S2905,16,47.3,62.1,49.6,8.3,1
S2906,15,60.7,67.3,74.7,5.3,0
S2907,15,39.5,67.4,58.2,7.0,0
S2908,16,75.9,45.0,78.2,2.2,0
S2909,15,61.2,60.7,69.0,5.3,1
S2910,18,33.5,78.4,62.5,2.8,1
S2911,16,55.5,55.1,57.9,2.0,0
S2912,16,66.9,59.8,74.9,3.5,1
S2913,16,55.0,54.6,80.1,7.4,1
S2914,18,55.9,25.6,58.6,6.9,1
S2915,16,41.6,58.3,51.4,5.5,1
S2916,18,68.5,62.2,73.3,1.9,1
S2917,16,50.3,50.8,47.6,4.6,0
S2918,17,27.7,41.8,49.3,5.6,0
S2919,15,54.4,45.7,52.2,5.4,1
S2920,17,74.7,68.7,60.0,1.3,0
S2921,15,54.2,85.6,49.0,3.2,1
S2922,18,86.1,77.4,41.7,4.9,1
S2923,17,66.4,39.2,51.4,6.1,1
S2924,16,65.1,70.0,72.7,0.6,1
S2925,15,58.1,48.7,49.7,4.7,0
S2926,15,59.0,49.8,60.9,5.3,1
S2927,17,56.0,51.5,88.4,6.7,1
S2928,18,55.5,67.9,64.4,6.4,1
S2929,17,68.0,71.4,69.1,6.2,1
S2930,18,46.0,56.6,53.6,3.4,1
S2931,18,43.9,56.9,91.0,1.2,1
S2932,15,43.2,64.5,58.5,4.2,0
S2933,17,90.7,66.0,62.3,7.0,1
S2934,17,68.0,74.5,80.8,7.8,1
S2935,18,64.6,40.0,62.8,6.4,1
S2936,17,44.1,58.3,65.6,5.9,1
S2937,16,69.4,43.0,61.6,5.8,1
S2938,16,58.3,57.3,61.7,3.9,1
S2939,17,63.2,54.8,69.4,4.7,1
S2940,17,45.4,57.3,71.6,8.3,0
S2941,18,62.4,46.8,57.3,3.1,1
S2942,16,53.6,37.2,55.8,8.2,1
S2943,16,48.5,28.7,57.7,4.4,0
S2944,15,71.0,56.2,48.2,7.7,1
S2945,18,36.9,52.0,45.9,2.2,1
S2946,15,68.5,48.5,68.6,6.2,1
S2947,16,70.3,76.5,76.3,3.5,1
S2948,18,46.8,46.0,75.5,2.2,1
S2949,17,47.7,77.8,36.4,5.4,1
S2950,18,56.7,80.7,62.1,7.0,0
S2951,17,64.2,30.7,51.8,3.3,0
S2952,17,57.7,59.3,66.7,2.0,1
S2953,18,66.5,52.4,60.0,4.8,1
S2954,17,86.4,17.2,72.1,4.8,1
S2955,15,52.4,37.8,64.8,6.1,1
S2956,16,34.3,68.8,42.2,6.9,1
S2957,17,72.4,86.3,53.4,4.9,1
S2958,15,85.2,70.6,65.1,8.7,1
S2959,17,65.9,62.5,66.1,5.4,1
S2960,16,43.7,57.7,48.1,4.3,1
S2961,15,58.1,81.6,46.6,1.8,1
S2962,16,43.2,88.1,65.7,4.5,1
S2963,16,69.6,49.8,48.2,4.3,1
S2964,15,39.7,30.0,45.0,6.9,1
S2965,15,55.5,28.6,59.7,5.9,1
S2966,15,44.9,76.5,59.1,2.6,1
S2967,18,61.9,57.3,54.5,5.3,1
S2968,15,54.5,60.6,56.6,6.3,1
S2969,15,62.7,32.9,65.2,8.1,1
S2970,15,60.3,47.5,56.4,6.8,0
S2971,15,45.2,53.9,65.8,6.5,1
S2972,17,69.4,60.9,60.4,5.1,1
S2973,18,59.3,52.4,67.0,5.8,1
S2974,16,45.2,43.5,75.5,7.5,1
S2975,15,93.6,47.0,75.1,2.3,1
S2976,17,67.1,74.9,80.5,4.3,0
S2977,17,57.7,61.4,75.1,3.5,0
S2978,17,81.2,66.6,67.9,5.8,1
S2979,16,87.6,45.4,59.8,7.5,1
S2980,15,57.8,16.6,60.3,3.8,1
S2981,18,65.2,50.7,54.5,0.2,1
S2982,18,45.2,45.9,65.1,4.2,0
S2983,17,57.8,62.9,73.4,6.8,1
S2984,16,57.0,100.0,56.3,6.1,1
S2985,16,62.8,67.7,64.6,5.9,1
S2986,16,65.0,96.3,56.9,4.4,1
S2987,18,68.4,66.0,67.5,2.4,0
S2988,17,63.6,49.2,58.4,6.0,0
S2989,15,41.8,62.9,56.1,3.3,0
S2990,18,45.9,82.9,56.8,9.4,1
S2991,17,51.8,83.6,71.0,6.1,1
S2992,17,55.8,49.9,63.8,3.8,0
S2993,15,75.8,61.5,59.9,3.8,0
S2994,15,42.6,38.0,68.1,4.8,1
S2995,15,54.6,69.5,60.0,4.5,0
S2996,16,74.3,79.7,78.5,7.2,1
S2997,15,55.5,58.6,53.3,5.4,1
S2998,17,66.9,48.7,62.8,3.5,1
S2999,15,57.9,63.0,48.1,8.8,1
S3000,17,63.9,63.8,60.8,5.1,0
S3001,18,56.6,59.1,44.8,6.5,1
S3002,16,70.0,60.5,74.0,3.8,0
S3003,18,36.8,55.6,74.2,5.7,1
S3004,18,54.6,71.9,74.4,5.6,1
S3005,17,64.4,68.3,65.3,1.2,1
S3006,18,68.0,44.2,54.4,9.0,1
S3007,17,82.4,43.9,55.4,7.6,0
S3008,15,54.1,54.4,83.4,4.2,1
S3009,15,82.2,68.3,82.2,2.8,1
S3010,17,50.1,60.1,66.5,5.7,1
S3011,15,79.9,49.0,58.8,5.2,0
S3012,16,72.3,61.7,81.4,5.7,1
S3013,18,46.3,53.4,56.7,5.4,0
S3014,16,64.6,70.3,67.7,6.0,1
S3015,18,59.2,62.7,81.2,7.9,1
S3016,15,69.4,53.6,55.0,6.1,0
S3017,16,56.7,61.2,75.0,2.9,1
S3018,15,55.4,76.4,71.2,7.7,1
S3019,18,80.5,50.0,64.5,8.3,1
S3020,17,58.5,63.6,53.1,11.3,1
S3021,17,72.4,57.0,56.3,2.8,1
S3022,16,56.6,64.0,68.5,5.5,1
S3023,15,85.0,48.8,47.9,0.8,1
S3024,15,49.8,59.5,66.6,6.1,1
S3025,16,50.8,73.5,71.5,3.9,1
S3026,17,82.9,44.9,76.8,8.8,1
S3027,18,53.3,39.4,48.2,3.5,1
S3028,16,84.0,39.9,80.8,1.6,1
S3029,18,73.4,41.6,85.3,4.1,1
S3030,17,57.7,66.3,69.9,1.0,1
S3031,15,32.8,38.3,52.5,6.5,0
S3032,17,59.7,53.8,61.1,0.9,1
S3033,16,61.5,66.7,64.4,5.1,1
S3034,15,77.5,63.8,68.2,0.8,1
S3035,16,83.8,52.6,65.3,4.4,0
S3036,16,49.7,60.7,68.4,8.3,0
S3037,17,72.0,59.5,63.9,5.7,1
S3038,16,71.5,54.9,68.2,3.3,1
S3039,17,76.1,55.0,59.5,4.9,0
S3040,15,67.5,89.3,60.9,5.0,1
S3041,17,30.9,69.3,58.1,5.9,0
S3042,15,57.7,92.7,88.0,2.3,1
S3043,17,42.7,51.0,82.6,6.2,0
S3044,18,57.0,56.8,71.7,0.0,0
S3045,18,74.7,39.4,80.9,3.7,1
S3046,16,64.6,46.7,74.6,4.0,1
S3047,17,77.2,84.6,67.2,6.3,1
S3048,17,65.1,50.7,46.9,5.0,0
S3049,15,40.5,84.9,61.9,2.2,0
S3050,16,22.2,40.6,61.0,3.0,1
S3051,17,62.2,43.3,51.4,5.4,1
S3052,16,56.8,53.2,47.2,4.8,0
S3053,18,45.3,57.1,70.9,3.8,1
S3054,17,34.5,70.9,68.9,4.0,0
S3055,17,49.0,64.3,51.0,6.4,0
S3056,16,57.1,52.2,56.0,4.0,0
S3057,17,70.0,56.1,78.9,4.8,1
S3058,16,62.8,53.5,54.5,9.3,1
S3059,17,84.1,45.2,67.0,2.2,1
S3060,15,44.5,45.6,62.7,1.3,0
S3061,16,73.2,72.4,71.1,6.6,1
S3062,17,60.7,32.4,54.7,3.6,1
S3063,18,70.4,80.6,66.1,4.4,1
S3064,17,53.5,53.2,67.0,3.4,1
S3065,18,76.1,47.2,67.8,4.5,0
S3066,18,64.4,68.4,65.9,8.2,1
S3067,15,49.8,78.8,69.1,6.6,1
S3068,16,59.8,73.6,91.3,6.7,1
S3069,17,56.4,65.0,95.7,2.2,1
S3070,15,67.3,73.2,57.3,2.7,1
S3071,17,42.3,34.0,37.2,0.0,0
S3072,18,59.6,50.7,72.1,3.4,1
S3073,16,65.9,45.2,67.2,6.9,1
S3074,17,60.5,75.1,77.7,6.0,1
S3075,17,80.2,52.6,68.4,4.6,1
S3076,18,71.6,69.8,65.7,5.0,1
S3077,17,59.9,65.5,78.5,3.6,1
S3078,17,63.3,45.9,80.2,5.4,1
S3079,18,64.4,49.8,48.4,6.5,0
S3080,15,66.0,76.1,55.2,1.8,1
S3081,18,32.6,47.1,63.7,5.6,1
S3082,15,55.5,59.7,66.2,6.9,1
S3083,16,37.7,47.0,62.3,4.2,0
S3084,15,79.2,53.6,70.2,6.4,1
S3085,15,59.1,57.4,77.0,10.6,0
S3086,16,57.1,47.0,85.7,4.8,1
S3087,15,73.5,44.6,71.9,5.8,1
S3088,18,66.3,62.0,54.8,3.5,1
S3089,15,43.1,46.2,63.2,5.4,0
S3090,16,58.9,46.7,64.1,5.9,1
S3091,18,55.0,44.9,71.2,5.4,1
S3092,16,33.8,56.9,69.7,3.0,1
S3093,16,49.6,71.2,89.6,5.4,1
S3094,17,57.2,79.1,59.5,7.9,0
S3095,17,58.3,47.8,69.6,5.9,0
S3096,16,37.8,88.1,93.3,6.9,1
S3097,16,77.3,43.9,58.0,4.5,1
S3098,16,58.5,73.2,66.7,6.5,1
S3099,17,60.6,47.9,53.7,5.6,1
S3100,17,66.0,45.8,66.0,3.1,1
S3101,15,48.2,47.6,55.6,5.6,1
S3102,15,66.8,57.3,77.6,3.0,1
S3103,16,54.5,66.1,66.8,3.7,1
S3104,18,46.6,67.4,53.8,5.4,1
S3105,18,68.6,44.8,75.1,5.6,1
S3106,17,82.4,44.1,67.2,2.6,1
S3107,17,70.9,45.2,76.4,7.1,0
S3108,17,73.8,56.4,51.2,6.1,0
S3109,16,52.2,55.1,69.4,3.6,1
S3110,18,36.0,44.7,74.3,1.9,1
S3111,15,82.4,61.8,59.9,4.7,1
S3112,16,90.8,89.7,49.9,4.1,1
S3113,15,83.1,50.9,64.5,5.2,1
S3114,15,55.0,51.9,79.7,4.3,0
S3115,16,42.7,65.8,78.5,1.0,1
S3116,15,44.0,50.2,59.9,4.2,0
S3117,18,34.7,67.4,49.6,4.4,0
S3118,15,58.4,47.9,59.8,6.3,0
S3119,18,84.1,83.6,59.4,3.6,1
S3120,18,57.9,62.8,70.4,8.4,1
S3121,18,64.5,49.3,63.7,1.2,1
S3122,17,80.6,49.8,56.0,7.6,1
S3123,15,53.9,50.8,78.3,4.6,0
S3124,16,90.5,77.2,66.7,6.7,0
S3125,16,89.9,40.2,70.2,5.2,1
S3126,15,58.0,48.6,44.3,7.3,1
S3127,17,51.3,50.1,35.9,4.2,0
S3128,17,70.5,57.8,47.7,2.8,1
S3129,18,54.8,54.2,59.2,7.8,1
S3130,15,42.7,37.1,71.9,4.8,0
S3131,15,79.2,52.4,36.9,5.4,1
S3132,16,78.2,56.6,84.1,7.5,0
S3133,15,62.3,49.2,67.0,2.9,1
S3134,17,41.1,67.6,81.3,6.2,1
S3135,15,41.6,70.9,54.4,3.8,0
S3136,16,61.6,56.9,71.0,4.7,1
S3137,18,52.5,61.2,66.0,5.1,1
S3138,16,54.9,27.7,74.8,2.0,1
S3139,16,75.3,52.1,62.2,3.4,1
S3140,18,71.0,72.1,70.7,7.7,1
S3141,16,80.7,52.1,78.2,6.8,1
S3142,16,45.1,47.7,57.2,4.9,0
S3143,15,54.9,89.9,67.9,5.5,1
S3144,15,71.4,83.5,42.3,4.4,0
S3145,18,66.7,64.5,73.4,7.7,1
S3146,15,83.0,73.9,88.5,4.6,0
S3147,15,66.3,26.8,50.1,5.5,1
S3148,16,87.7,47.0,63.9,7.3,0
S3149,17,68.1,51.4,75.6,3.4,1
S3150,15,75.9,54.7,65.4,8.1,1
S3151,17,55.1,51.1,67.0,1.9,1
S3152,15,60.2,22.3,60.3,8.3,0
S3153,15,73.7,63.4,59.9,4.3,1
S3154,18,84.2,65.6,64.0,4.5,1
S3155,18,70.9,80.4,65.5,1.2,1
S3156,18,58.8,47.0,50.8,4.1,1
S3157,17,80.7,45.8,64.2,2.9,1
S3158,16,27.1,20.5,83.8,3.8,1
S3159,15,38.7,53.9,60.0,4.7,0
S3160,15,70.2,70.6,50.2,6.9,1
S3161,15,60.2,49.4,63.2,5.4,0
S3162,17,69.1,88.0,56.4,5.6,1
S3163,18,61.0,54.4,48.9,2.8,0
S3164,16,68.6,60.1,66.7,3.2,1
S3165,17,47.8,38.9,56.5,8.6,0
S3166,18,68.6,62.0,57.5,3.5,1
S3167,17,74.9,30.3,66.8,8.3,0
S3168,16,78.3,67.7,46.6,4.5,0
S3169,18,90.2,68.1,44.1,5.0,1
S3170,17,63.7,77.0,73.1,7.1,1
S3171,16,64.1,43.7,41.8,7.5,0
S3172,15,37.2,60.2,53.3,4.8,0
S3173,16,52.0,65.9,43.4,4.2,1
S3174,15,57.1,64.2,59.2,4.9,1
S3175,17,75.8,45.9,70.1,5.7,1
S3176,18,50.8,24.5,66.3,6.8,0
S3177,18,71.9,62.9,93.7,5.0,1
S3178,17,60.0,55.9,78.0,6.2,1
S3179,18,57.3,50.1,53.8,8.3,1
S3180,18,63.7,68.7,50.6,5.8,1
S3181,15,54.1,57.4,97.5,5.6,0
S3182,17,53.6,39.5,77.8,2.0,1
S3183,16,34.4,31.0,72.1,0.0,1
S3184,15,56.3,42.2,65.9,5.8,1
S3185,17,52.8,91.5,68.3,4.8,1
S3186,15,52.3,68.1,47.2,4.0,1
S3187,16,66.3,60.6,66.9,5.5,1
S3188,16,69.9,55.5,65.9,4.9,1
S3189,17,63.5,54.5,54.2,7.3,1
S3190,16,74.9,74.3,58.5,5.2,1
S3191,15,68.6,51.1,83.2,3.5,1
S3192,16,55.6,66.1,63.5,7.0,0
S3193,15,53.1,53.1,89.9,4.6,0
S3194,15,64.7,85.2,44.1,6.1,1
S3195,16,68.6,68.4,58.7,4.0,1
S3196,17,81.0,75.4,46.4,3.7,1
S3197,18,77.9,49.8,50.5,5.2,1
S3198,16,51.9,72.8,55.1,5.0,0
S3199,15,58.5,53.6,68.8,6.0,1
S3200,15,70.1,59.5,68.2,4.5,0
S3201,16,76.0,80.9,56.8,1.3,1
S3202,17,74.1,43.4,38.3,4.1,0
S3203,17,59.0,60.8,82.7,6.6,1
S3204,15,41.2,64.1,61.6,4.4,1
S3205,15,45.0,65.3,51.6,4.5,0
S3206,17,64.1,51.7,68.3,7.0,0
S3207,18,65.1,87.2,67.5,3.6,1
S3208,16,43.5,39.9,61.1,1.9,0
S3209,15,60.7,78.4,66.8,4.7,1
S3210,15,69.5,75.0,51.1,4.0,0
S3211,17,42.7,84.6,74.1,3.1,1
S3212,16,76.6,35.8,53.0,4.6,1
S3213,17,54.3,45.8,57.7,6.0,1
S3214,16,78.9,78.9,72.8,5.0,1
S3215,16,52.0,31.7,79.4,5.6,1
S3216,16,44.6,35.5,84.0,8.6,0
S3217,15,53.1,51.2,77.7,4.3,1
S3218,18,58.6,60.7,61.1,5.6,1
S3219,17,54.2,80.3,46.5,4.0,1
S3220,18,56.8,55.4,81.9,3.3,1
S3221,17,65.0,49.5,81.4,3.8,1
S3222,16,57.4,62.4,56.9,4.0,1
S3223,15,59.0,64.6,76.1,5.7,1
S3224,18,34.4,64.2,61.0,9.7,0
S3225,15,65.9,55.5,83.0,3.6,1
S3226,17,58.7,30.6,58.8,4.2,0
S3227,15,84.2,45.2,88.7,4.9,1
S3228,15,45.9,77.9,74.4,5.8,1
S3229,18,32.9,60.6,86.6,5.5,1
S3230,16,69.3,53.5,59.4,7.6,1
S3231,15,65.2,73.7,69.9,0.1,1
S3232,16,44.9,42.2,53.4,0.2,1
S3233,17,37.1,54.8,75.1,4.0,1
S3234,15,83.1,59.9,75.8,7.2,1
S3235,18,81.2,51.8,93.8,1.9,1
S3236,17,22.7,59.4,70.8,0.0,0
S3237,17,53.1,55.4,73.7,6.1,0
S3238,18,85.0,38.4,59.4,5.5,0
S3239,15,52.9,60.5,71.5,2.8,1
S3240,15,52.6,39.4,60.4,3.0,0
S3241,17,55.8,60.3,66.4,3.1,1
S3242,15,43.2,77.2,67.1,5.2,1
S3243,16,34.4,54.1,60.8,3.7,1
S3244,18,75.8,41.6,65.8,6.0,0
S3245,16,32.4,56.2,60.5,0.0,1
S3246,15,63.7,46.4,60.4,3.3,0
S3247,17,73.3,66.3,77.9,2.7,1
S3248,18,38.2,55.9,67.1,4.5,0
S3249,15,46.1,81.9,69.2,3.9,0
S3250,15,78.2,74.3,47.5,6.6,0
S3251,17,68.0,55.9,70.1,1.3,1
S3252,17,50.7,68.0,71.4,5.1,0
S3253,16,78.0,52.5,60.2,6.1,0
S3254,18,78.1,58.5,90.0,8.7,1
S3255,18,64.0,52.9,37.5,4.0,1
S3256,17,46.5,68.7,74.4,5.6,1
S3257,16,53.8,78.1,73.6,1.4,1
S3258,18,64.3,69.2,71.5,0.2,1
S3259,17,57.2,70.9,67.1,6.7,1
S3260,15,74.1,70.9,71.6,5.0,1
S3261,18,37.1,65.7,75.4,7.4,1
S3262,16,37.6,42.0,56.3,2.3,1
S3263,16,62.7,81.8,68.6,6.0,1
S3264,16,52.6,83.3,62.8,8.7,0
S3265,15,50.6,54.7,51.9,5.8,1
S3266,18,33.5,52.8,73.6,5.6,0
S3267,18,60.3,66.6,58.2,5.0,0
S3268,15,59.2,65.7,47.0,1.9,1
S3269,18,69.8,55.2,58.5,7.7,1
S3270,15,61.0,40.5,55.4,3.8,1
S3271,15,58.0,62.3,77.3,6.0,1
S3272,15,77.7,65.7,66.8,1.9,1
S3273,16,40.3,68.2,81.6,2.6,1
S3274,18,68.0,62.9,57.0,7.9,0
S3275,15,34.9,54.2,75.5,4.3,1
S3276,18,47.4,71.9,99.1,7.9,1
S3277,16,41.8,58.9,69.3,4.8,0
S3278,15,71.7,51.5,75.3,1.3,1
S3279,17,59.0,55.5,73.3,6.8,0
S3280,16,59.8,33.6,47.9,3.8,0
S3281,17,43.4,55.4,72.0,6.4,1
S3282,18,55.5,67.6,68.7,5.1,0
S3283,18,48.5,62.8,61.9,1.9,0
S3284,16,65.8,79.3,54.4,5.3,1
S3285,18,45.1,54.3,73.3,9.4,1
S3286,17,79.9,64.8,53.3,6.0,1
S3287,15,34.9,69.1,90.6,4.9,1
S3288,15,47.9,90.8,66.4,7.2,1
S3289,15,85.2,60.0,50.3,5.4,1
S3290,16,53.5,43.4,58.8,5.4,0
S3291,18,40.3,69.9,61.7,2.8,1
S3292,17,63.3,84.1,93.9,5.5,1
S3293,18,52.9,53.5,54.4,7.1,0
S3294,18,47.5,69.8,63.6,3.3,1
S3295,18,43.6,75.2,58.5,7.8,1
S3296,15,100.0,72.2,71.0,4.8,1
S3297,17,56.2,59.8,58.7,3.2,1
S3298,17,31.1,48.2,51.3,7.0,1
S3299,18,82.4,56.9,62.7,4.4,1
S3300,15,69.2,64.4,61.4,6.5,1
S3301,15,48.5,70.7,57.9,4.4,1
S3302,17,46.0,62.7,58.5,4.9,1
S3303,15,70.1,52.7,79.2,6.0,1
S3304,15,56.3,65.8,61.2,5.6,1
S3305,15,31.1,70.0,51.4,1.0,0
S3306,16,86.8,63.3,59.5,2.8,1
S3307,18,53.5,46.3,65.7,6.9,0
S3308,17,82.4,55.5,49.0,4.7,1
S3309,17,79.2,71.3,84.5,4.0,1
S3310,16,45.0,38.6,75.4,2.3,0
S3311,18,75.5,28.7,82.2,2.8,1
S3312,17,50.2,79.1,69.7,1.0,0
S3313,15,32.0,65.2,39.9,4.8,0
S3314,17,53.6,66.5,83.4,3.8,0
S3315,15,66.0,42.9,54.6,3.1,1
S3316,16,53.1,68.3,55.6,4.9,0
S3317,15,55.4,61.9,66.9,5.7,1
S3318,17,77.2,35.8,81.5,9.2,1
S3319,17,61.6,77.9,77.6,2.0,1
S3320,17,47.4,60.2,75.9,7.3,1
S3321,16,70.5,52.5,61.3,6.9,1
